timestamp_utc,model,status,prompt_chars,prompt_tokens,completion_tokens,total_tokens,latency_ms,response_chars,estimated_cost_usd,error
2026-07-12T17:27:38Z,gpt-4.1-mini-2025-04-14,ok,3734,880,82,962,1452.91,375,0.0004832,
2026-07-12T17:27:38Z,gpt-4.1-mini-2025-04-14,ok,3873,1099,106,1205,1936.18,443,0.0006092,
2026-07-12T17:27:38Z,gpt-4.1-mini-2025-04-14,ok,6865,1470,86,1556,1245.78,449,0.0007256,
2026-07-12T17:27:39Z,gpt-4.1-mini-2025-04-14,ok,1516,529,80,609,1279.89,278,0.0003396,
2026-07-12T17:27:39Z,gpt-4.1-mini-2025-04-14,ok,1846,539,75,614,1356.68,388,0.0003356,
2026-07-12T17:27:39Z,gpt-4.1-mini-2025-04-14,ok,2001,548,83,631,1482.39,398,0.000352,
2026-07-12T17:27:39Z,gpt-4.1-mini-2025-04-14,ok,3016,868,100,968,2895.6,445,0.0005072,
2026-07-12T17:27:39Z,gpt-4.1-mini-2025-04-14,ok,2784,895,96,991,1491.02,380,0.0005116,
2026-07-12T17:27:39Z,gpt-4.1-mini-2025-04-14,ok,3209,1150,140,1290,1819.78,505,0.000684,
2026-07-12T17:27:39Z,gpt-4.1-mini-2025-04-14,ok,2450,832,107,939,1447.47,412,0.000504,
2026-07-12T17:27:39Z,gpt-4.1-mini-2025-04-14,ok,3414,883,85,968,1558.63,371,0.0004892,
2026-07-12T17:27:39Z,gpt-4.1-mini-2025-04-14,ok,2880,991,130,1121,2410.36,602,0.0006044,
2026-07-12T17:27:40Z,gpt-4.1-mini-2025-04-14,ok_infer,1224,330,108,438,1948.34,499,0.0003048,
2026-07-12T17:27:40Z,gpt-4.1-mini-2025-04-14,ok,1479,525,74,599,1473.48,286,0.0003284,
2026-07-12T17:27:41Z,gpt-4.1-mini-2025-04-14,ok,1597,535,115,650,1707.39,422,0.000398,
2026-07-12T17:27:41Z,gpt-4.1-mini-2025-04-14,ok,1364,489,72,561,1620.11,286,0.0003108,
2026-07-12T17:27:41Z,gpt-4.1-mini-2025-04-14,ok,2356,706,88,794,1974.27,359,0.0004232,
2026-07-12T17:27:41Z,gpt-4.1-mini-2025-04-14,ok,2729,715,55,770,1008.23,236,0.000374,
2026-07-12T17:27:41Z,gpt-4.1-mini-2025-04-14,ok,1931,817,102,919,1619.81,406,0.00049,
2026-07-12T17:27:41Z,gpt-4.1-mini-2025-04-14,ok,2904,803,87,890,2154.91,365,0.0004604,
2026-07-12T17:27:41Z,gpt-4.1-mini-2025-04-14,ok,2249,695,112,807,2143.14,457,0.0004572,
2026-07-12T17:27:41Z,gpt-4.1-mini-2025-04-14,ok,3376,809,129,938,2245.48,483,0.00053,
2026-07-12T17:27:41Z,gpt-4.1-mini-2025-04-14,ok_infer,1312,382,134,516,1971.66,490,0.0003672,
2026-07-12T17:27:42Z,gpt-4.1-mini-2025-04-14,ok_infer,1208,364,63,427,1335.57,272,0.0002464,
2026-07-12T17:27:42Z,gpt-4.1-mini-2025-04-14,ok,3533,880,69,949,1458.97,297,0.0004624,
2026-07-12T17:27:42Z,gpt-4.1-mini-2025-04-14,ok,2175,722,142,864,1938.45,427,0.000516,
2026-07-12T17:27:42Z,gpt-4.1-mini-2025-04-14,ok,1541,598,102,700,1492.56,479,0.0004024,
2026-07-12T17:27:43Z,gpt-4.1-mini-2025-04-14,ok,1403,562,134,696,1740.21,501,0.0004392,
2026-07-12T17:27:43Z,gpt-4.1-mini-2025-04-14,ok,2142,688,108,796,1627.44,381,0.000448,
2026-07-12T17:27:43Z,gpt-4.1-mini-2025-04-14,ok,1098,411,106,517,1480.92,370,0.000334,
2026-07-12T17:27:43Z,gpt-4.1-mini-2025-04-14,ok,1577,510,88,598,1365.02,435,0.0003448,
2026-07-12T17:27:44Z,gpt-4.1-mini-2025-04-14,ok,1229,442,59,501,1002.73,265,0.0002712,
2026-07-12T17:27:44Z,gpt-4.1-mini-2025-04-14,ok_infer,1458,462,100,562,1589.34,427,0.0003448,
2026-07-12T17:27:44Z,gpt-4.1-mini-2025-04-14,ok,1609,608,101,709,2909.21,405,0.0004048,
2026-07-12T17:27:44Z,gpt-4.1-mini-2025-04-14,ok,1336,450,96,546,2290.46,404,0.0003336,
2026-07-12T17:27:44Z,gpt-4.1-mini-2025-04-14,ok,2379,646,99,745,1882.63,478,0.0004168,
2026-07-12T17:27:44Z,gpt-4.1-mini-2025-04-14,ok_infer,1458,432,208,640,2957.85,843,0.0005056,
2026-07-12T17:27:44Z,gpt-4.1-mini-2025-04-14,ok,1465,500,96,596,1532.49,447,0.0003536,
2026-07-12T17:27:44Z,gpt-4.1-mini-2025-04-14,ok,1316,455,81,536,1441.38,348,0.0003116,
2026-07-12T17:27:45Z,gpt-4.1-mini-2025-04-14,ok_infer,1458,410,77,487,1698.97,370,0.0002872,
2026-07-12T17:27:45Z,gpt-4.1-mini-2025-04-14,ok,2501,640,65,705,1144.32,254,0.00036,
2026-07-12T17:27:45Z,gpt-4.1-mini-2025-04-14,ok,2451,749,70,819,1212.19,268,0.0004116,
2026-07-12T17:27:45Z,gpt-4.1-mini-2025-04-14,ok_infer,1458,408,94,502,1657.21,414,0.0003136,
2026-07-12T17:27:45Z,gpt-4.1-mini-2025-04-14,ok_infer,1458,431,98,529,1729.72,444,0.0003292,
2026-07-12T17:27:45Z,gpt-4.1-mini-2025-04-14,ok,1765,647,64,711,1047.65,259,0.0003612,
2026-07-12T17:27:46Z,gpt-4.1-mini-2025-04-14,ok_infer,1458,496,114,610,1788.43,529,0.0003808,
2026-07-12T17:27:46Z,gpt-4.1-mini-2025-04-14,ok,2710,796,88,884,1293.77,312,0.0004592,
2026-07-12T17:27:46Z,gpt-4.1-mini-2025-04-14,ok,2656,718,123,841,1949.07,439,0.000484,
2026-07-12T17:27:46Z,gpt-4.1-mini-2025-04-14,ok,1610,599,100,699,1620.4,414,0.0003996,
2026-07-12T17:27:46Z,gpt-4.1-mini-2025-04-14,ok,1891,487,83,570,1383.57,337,0.0003276,
2026-07-12T17:27:46Z,gpt-4.1-mini-2025-04-14,ok_infer,1458,496,109,605,2237.8,473,0.0003728,
2026-07-12T17:27:47Z,gpt-4.1-mini-2025-04-14,ok,1201,419,92,511,1404.54,412,0.0003148,
2026-07-12T17:27:47Z,gpt-4.1-mini-2025-04-14,ok,1367,457,114,571,1717.21,371,0.0003652,
2026-07-12T17:27:47Z,gpt-4.1-mini-2025-04-14,ok_infer,1266,330,122,452,1661.13,415,0.0003272,
2026-07-12T17:27:47Z,gpt-4.1-mini-2025-04-14,ok,1445,531,109,640,1786.46,487,0.0003868,
2026-07-12T17:27:47Z,gpt-4.1-mini-2025-04-14,ok,1471,513,100,613,1552.1,497,0.0003652,
2026-07-12T17:27:47Z,gpt-4.1-mini-2025-04-14,ok,1072,404,108,512,1643.54,376,0.0003344,
2026-07-12T17:27:47Z,gpt-4.1-mini-2025-04-14,ok,1388,533,98,631,1526.04,338,0.00037,
2026-07-12T17:27:48Z,gpt-4.1-mini-2025-04-14,ok,1303,528,70,598,1337.63,317,0.0003232,
2026-07-12T17:27:48Z,gpt-4.1-mini-2025-04-14,ok,1363,534,84,618,1540.02,364,0.000348,
2026-07-12T17:27:48Z,gpt-4.1-mini-2025-04-14,ok,1570,576,96,672,1653.29,402,0.000384,
2026-07-12T17:27:48Z,gpt-4.1-mini-2025-04-14,ok,1485,448,77,525,1307.7,401,0.0003024,
2026-07-12T17:27:48Z,gpt-4.1-mini-2025-04-14,ok,1782,564,97,661,1424.72,400,0.0003808,
2026-07-12T17:27:49Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,374,89,463,1269.59,398,0.000292,
2026-07-12T17:27:49Z,gpt-4.1-mini-2025-04-14,ok,1625,554,86,640,1475.42,396,0.0003592,
2026-07-12T17:27:49Z,gpt-4.1-mini-2025-04-14,ok,1293,434,122,556,1947.31,472,0.0003688,
2026-07-12T17:27:49Z,gpt-4.1-mini-2025-04-14,ok,1293,434,122,556,1948.37,514,0.0003688,
2026-07-12T17:27:49Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,375,85,460,1256.18,397,0.000286,
2026-07-12T17:27:49Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,372,96,468,1691.5,413,0.0003024,
2026-07-12T17:27:50Z,gpt-4.1-mini-2025-04-14,ok,1328,440,78,518,1260.87,372,0.0003008,
2026-07-12T17:27:50Z,gpt-4.1-mini-2025-04-14,ok,1227,421,101,522,1508.93,399,0.00033,
2026-07-12T17:27:50Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,390,94,484,1446.29,421,0.0003064,
2026-07-12T17:27:50Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,338,117,455,2060.41,463,0.0003224,
2026-07-12T17:27:50Z,gpt-4.1-mini-2025-04-14,ok,1575,546,118,664,1632.16,447,0.0004072,
2026-07-12T17:27:50Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,382,187,569,2332.7,682,0.000452,
2026-07-12T17:27:50Z,gpt-4.1-mini-2025-04-14,ok,1888,587,107,694,1449.47,493,0.000406,
2026-07-12T17:27:51Z,gpt-4.1-mini-2025-04-14,ok,1810,596,100,696,1758.1,391,0.0003984,
2026-07-12T17:27:51Z,gpt-4.1-mini-2025-04-14,ok,1178,412,107,519,1834.77,446,0.000336,
2026-07-12T17:27:51Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,376,93,469,1672.87,407,0.0002992,
2026-07-12T17:27:51Z,gpt-4.1-mini-2025-04-14,ok,3269,781,83,864,1179.94,360,0.0004452,
2026-07-12T17:27:51Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,288,68,356,1222.4,252,0.000224,
2026-07-12T17:27:52Z,gpt-4.1-mini-2025-04-14,ok,2159,583,88,671,1904.56,385,0.000374,
2026-07-12T17:27:52Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,285,59,344,1354.66,256,0.0002084,
2026-07-12T17:27:52Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,359,110,469,1620.13,481,0.0003196,
2026-07-12T17:27:52Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,360,113,473,1642.74,516,0.0003248,
2026-07-12T17:27:52Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,366,123,489,1724.36,534,0.0003432,
2026-07-12T17:27:53Z,gpt-4.1-mini-2025-04-14,ok,2999,722,85,807,2793.67,388,0.0004248,
2026-07-12T17:27:53Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,335,63,398,1301.89,311,0.0002348,
2026-07-12T17:27:53Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,326,109,435,1709.0,566,0.0003048,
2026-07-12T17:27:53Z,gpt-4.1-mini-2025-04-14,ok_infer,1129,336,160,496,2674.25,683,0.0003904,
2026-07-12T17:27:53Z,gpt-4.1-mini-2025-04-14,ok_infer,1267,388,178,566,2750.97,817,0.00044,
2026-07-12T17:27:53Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,330,105,435,1657.68,517,0.0003,
2026-07-12T17:27:53Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,366,92,458,1195.04,389,0.0002936,
2026-07-12T17:27:54Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,370,95,465,1408.46,432,0.0003,
2026-07-12T17:27:54Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,366,99,465,1918.92,430,0.0003048,
2026-07-12T17:27:54Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,369,95,464,1605.96,432,0.0002996,
2026-07-12T17:27:55Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,345,107,452,1272.17,437,0.0003092,
2026-07-12T17:27:55Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,311,92,403,1523.31,475,0.0002716,
2026-07-12T17:27:55Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,310,99,409,1413.38,489,0.0002824,
2026-07-12T17:27:55Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,410,112,522,1797.32,544,0.0003432,
2026-07-12T17:27:55Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,324,118,442,2024.21,491,0.0003184,
2026-07-12T17:27:55Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,344,108,452,1763.52,430,0.0003104,
2026-07-12T17:27:55Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,322,114,436,2548.67,499,0.0003112,
2026-07-12T17:27:56Z,gpt-4.1-mini-2025-04-14,ok,1280,491,102,593,1370.88,397,0.0003596,
2026-07-12T17:27:56Z,gpt-4.1-mini-2025-04-14,ok,1280,491,103,594,1711.61,386,0.0003612,
2026-07-12T17:27:56Z,gpt-4.1-mini-2025-04-14,ok,1594,585,101,686,1174.82,438,0.0003956,
2026-07-12T17:27:56Z,gpt-4.1-mini-2025-04-14,ok,1493,455,117,572,2280.96,494,0.0003692,
2026-07-12T17:27:56Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,332,100,432,1433.38,394,0.0002928,
2026-07-12T17:27:56Z,gpt-4.1-mini-2025-04-14,ok,1448,545,65,610,1460.97,294,0.000322,
2026-07-12T17:27:56Z,gpt-4.1-mini-2025-04-14,ok,1335,433,84,517,1524.27,380,0.0003076,
2026-07-12T17:27:57Z,gpt-4.1-mini-2025-04-14,ok,1405,523,100,623,1466.75,420,0.0003692,
2026-07-12T17:27:57Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,368,102,470,2004.6,418,0.0003104,
2026-07-12T17:27:57Z,gpt-4.1-mini-2025-04-14,ok,1550,465,94,559,1270.22,452,0.0003364,
2026-07-12T17:27:57Z,gpt-4.1-mini-2025-04-14,ok,1176,408,102,510,1492.88,490,0.0003264,
2026-07-12T17:27:57Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,369,118,487,2256.26,429,0.0003364,
2026-07-12T17:27:57Z,gpt-4.1-mini-2025-04-14,ok,1473,536,99,635,1327.74,383,0.0003728,
2026-07-12T17:27:57Z,gpt-4.1-mini-2025-04-14,ok,1865,596,77,673,1474.58,360,0.0003616,
2026-07-12T17:27:57Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,352,88,440,1421.09,395,0.0002816,
2026-07-12T17:27:58Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,318,123,441,1819.75,568,0.000324,
2026-07-12T17:27:58Z,gpt-4.1-mini-2025-04-14,ok,1879,598,102,700,1423.65,432,0.0004024,
2026-07-12T17:27:58Z,gpt-4.1-mini-2025-04-14,ok,1584,564,77,641,1376.24,320,0.0003488,
2026-07-12T17:27:58Z,gpt-4.1-mini-2025-04-14,ok,2231,688,129,817,1553.64,527,0.0004816,
2026-07-12T17:27:59Z,gpt-4.1-mini-2025-04-14,ok_infer,1276,401,101,502,1595.31,455,0.000322,
2026-07-12T17:27:59Z,gpt-4.1-mini-2025-04-14,ok,794,288,67,355,1122.34,241,0.0002224,
2026-07-12T17:27:59Z,gpt-4.1-mini-2025-04-14,ok,1189,458,108,566,1702.06,377,0.000356,
2026-07-12T17:27:59Z,gpt-4.1-mini-2025-04-14,ok,3063,682,93,775,1863.12,401,0.0004216,
2026-07-12T17:27:59Z,gpt-4.1-mini-2025-04-14,ok_infer,1267,288,108,396,1483.05,488,0.000288,
2026-07-12T17:27:59Z,gpt-4.1-mini-2025-04-14,ok_infer,1267,288,152,440,1988.79,730,0.0003584,
2026-07-12T17:28:00Z,gpt-4.1-mini-2025-04-14,ok_infer,1265,302,61,363,974.7,254,0.0002184,
2026-07-12T17:28:00Z,gpt-4.1-mini-2025-04-14,ok,2544,634,79,713,1106.24,374,0.00038,
2026-07-12T17:28:00Z,gpt-4.1-mini-2025-04-14,ok,1127,428,71,499,1263.16,302,0.0002848,
2026-07-12T17:28:00Z,gpt-4.1-mini-2025-04-14,ok,1666,458,81,539,3947.22,416,0.0003128,
2026-07-12T17:28:00Z,gpt-4.1-mini-2025-04-14,ok,1126,383,80,463,1727.58,381,0.0002812,
2026-07-12T17:28:00Z,gpt-4.1-mini-2025-04-14,ok,1126,383,72,455,1691.59,345,0.0002684,
2026-07-12T17:28:00Z,gpt-4.1-mini-2025-04-14,ok_infer,1283,374,91,465,1225.92,366,0.0002952,
2026-07-12T17:28:00Z,gpt-4.1-mini-2025-04-14,ok_infer,1295,344,72,416,1494.49,286,0.0002528,
2026-07-12T17:28:01Z,gpt-4.1-mini-2025-04-14,ok,1437,492,93,585,1390.61,411,0.0003456,
2026-07-12T17:28:01Z,gpt-4.1-mini-2025-04-14,ok,1202,414,101,515,1350.29,483,0.0003272,
2026-07-12T17:28:01Z,gpt-4.1-mini-2025-04-14,ok,1589,582,89,671,1550.43,404,0.0003752,
2026-07-12T17:28:02Z,gpt-4.1-mini-2025-04-14,ok,1412,531,107,638,2071.6,394,0.0003836,
2026-07-12T17:28:02Z,gpt-4.1-mini-2025-04-14,ok,1505,538,91,629,1531.64,382,0.0003608,
2026-07-12T17:28:02Z,gpt-4.1-mini-2025-04-14,ok_infer,1259,307,103,410,1727.14,365,0.0002876,
2026-07-12T17:28:02Z,gpt-4.1-mini-2025-04-14,ok_infer,1259,399,146,545,2027.27,593,0.0003932,
2026-07-12T17:28:02Z,gpt-4.1-mini-2025-04-14,ok,3562,1232,102,1334,1823.56,412,0.000656,
2026-07-12T17:28:03Z,gpt-4.1-mini-2025-04-14,ok,1403,511,134,645,3027.66,541,0.0004188,
2026-07-12T17:28:03Z,gpt-4.1-mini-2025-04-14,ok_infer,1259,386,113,499,2384.51,435,0.0003352,
2026-07-12T17:28:03Z,gpt-4.1-mini-2025-04-14,ok,3646,1213,82,1295,1452.09,385,0.0006164,
2026-07-12T17:28:03Z,gpt-4.1-mini-2025-04-14,ok,3411,1177,107,1284,1872.5,417,0.000642,
2026-07-12T17:28:03Z,gpt-4.1-mini-2025-04-14,ok,3653,992,126,1118,1964.57,481,0.0005984,
2026-07-12T17:28:03Z,gpt-4.1-mini-2025-04-14,ok,3734,1193,102,1295,1732.35,475,0.0006404,
2026-07-12T17:28:04Z,gpt-4.1-mini-2025-04-14,ok,1716,602,116,718,1726.65,410,0.0004264,
2026-07-12T17:28:04Z,gpt-4.1-mini-2025-04-14,ok,2270,612,82,694,1697.87,365,0.000376,
2026-07-12T17:28:04Z,gpt-4.1-mini-2025-04-14,ok,2373,650,106,756,2258.09,467,0.0004296,
2026-07-12T17:28:04Z,gpt-4.1-mini-2025-04-14,ok,2274,613,87,700,1382.44,378,0.0003844,
2026-07-12T17:28:04Z,gpt-4.1-mini-2025-04-14,ok,1862,594,110,704,2152.55,411,0.0004136,
2026-07-12T17:28:05Z,gpt-4.1-mini-2025-04-14,ok,2250,666,116,782,1855.69,406,0.000452,
2026-07-12T17:28:05Z,gpt-4.1-mini-2025-04-14,ok,1886,597,109,706,1866.97,399,0.0004132,
2026-07-12T17:28:05Z,gpt-4.1-mini-2025-04-14,ok,2131,618,89,707,1387.42,363,0.0003896,
2026-07-12T17:28:05Z,gpt-4.1-mini-2025-04-14,ok,2303,734,142,876,2071.1,459,0.0005208,
2026-07-12T17:28:05Z,gpt-4.1-mini-2025-04-14,ok,2692,631,104,735,1617.38,508,0.0004188,
2026-07-12T17:28:05Z,gpt-4.1-mini-2025-04-14,ok,2369,674,150,824,2506.33,556,0.0005096,
2026-07-12T17:28:05Z,gpt-4.1-mini-2025-04-14,ok,1205,453,87,540,1188.97,282,0.0003204,
2026-07-12T17:28:06Z,gpt-4.1-mini-2025-04-14,ok,1468,596,98,694,1367.93,362,0.0003952,
2026-07-12T17:28:06Z,gpt-4.1-mini-2025-04-14,ok,1572,589,91,680,1310.31,396,0.0003812,
2026-07-12T17:28:06Z,gpt-4.1-mini-2025-04-14,ok_infer,1342,293,54,347,1165.75,288,0.0002036,
2026-07-12T17:28:06Z,gpt-4.1-mini-2025-04-14,ok,1970,651,90,741,1203.51,371,0.0004044,
2026-07-12T17:28:06Z,gpt-4.1-mini-2025-04-14,ok_infer,1342,304,68,372,1317.62,349,0.0002304,
2026-07-12T17:28:06Z,gpt-4.1-mini-2025-04-14,ok,2323,855,137,992,2135.33,540,0.0005612,
2026-07-12T17:28:06Z,gpt-4.1-mini-2025-04-14,ok,1423,527,129,656,1808.05,399,0.0004172,
2026-07-12T17:28:07Z,gpt-4.1-mini-2025-04-14,ok,1308,458,101,559,1951.55,381,0.0003448,
2026-07-12T17:28:07Z,gpt-4.1-mini-2025-04-14,ok,1410,474,96,570,1905.82,360,0.0003432,
2026-07-12T17:28:07Z,gpt-4.1-mini-2025-04-14,ok,1153,407,96,503,1540.64,372,0.0003164,
2026-07-12T17:28:07Z,gpt-4.1-mini-2025-04-14,ok_infer,1342,360,88,448,1564.73,300,0.0002848,
2026-07-12T17:28:08Z,gpt-4.1-mini-2025-04-14,ok_infer,1342,353,90,443,1367.69,337,0.0002852,
2026-07-12T17:28:08Z,gpt-4.1-mini-2025-04-14,ok,1609,451,100,551,1769.14,449,0.0003404,
2026-07-12T17:28:08Z,gpt-4.1-mini-2025-04-14,ok,1493,567,72,639,1381.98,248,0.000342,
2026-07-12T17:28:08Z,gpt-4.1-mini-2025-04-14,ok,1559,537,118,655,1696.31,417,0.0004036,
2026-07-12T17:28:08Z,gpt-4.1-mini-2025-04-14,ok,1336,484,116,600,2131.93,420,0.0003792,
2026-07-12T17:28:08Z,gpt-4.1-mini-2025-04-14,ok,1542,501,70,571,1159.18,291,0.0003124,
2026-07-12T17:28:08Z,gpt-4.1-mini-2025-04-14,ok,1322,449,94,543,3170.87,367,0.00033,
2026-07-12T17:28:09Z,gpt-4.1-mini-2025-04-14,ok,1446,554,81,635,1427.42,317,0.0003512,
2026-07-12T17:28:09Z,gpt-4.1-mini-2025-04-14,ok,1450,584,87,671,1704.54,294,0.0003728,
2026-07-12T17:28:09Z,gpt-4.1-mini-2025-04-14,ok,1558,587,96,683,1494.61,341,0.0003884,
2026-07-12T17:28:09Z,gpt-4.1-mini-2025-04-14,ok,1807,624,90,714,1485.57,435,0.0003936,
2026-07-12T17:28:10Z,gpt-4.1-mini-2025-04-14,ok,1450,584,91,675,1938.93,314,0.0003792,
2026-07-12T17:28:10Z,gpt-4.1-mini-2025-04-14,ok,3908,821,81,902,2425.37,296,0.000458,
2026-07-12T17:28:10Z,gpt-4.1-mini-2025-04-14,ok_infer,1343,427,117,544,2033.88,458,0.000358,
2026-07-12T17:28:10Z,gpt-4.1-mini-2025-04-14,ok,2929,1054,114,1168,1509.41,461,0.000604,
2026-07-12T17:28:10Z,gpt-4.1-mini-2025-04-14,ok,1207,425,99,524,1290.78,393,0.0003284,
2026-07-12T17:28:10Z,gpt-4.1-mini-2025-04-14,ok,3041,761,97,858,1468.37,423,0.0004596,
2026-07-12T17:28:10Z,gpt-4.1-mini-2025-04-14,ok_infer,1341,377,145,522,2119.09,458,0.0003828,
2026-07-12T17:28:11Z,gpt-4.1-mini-2025-04-14,ok,1233,430,91,521,1334.58,367,0.0003176,
2026-07-12T17:28:11Z,gpt-4.1-mini-2025-04-14,ok_infer,1350,420,83,503,1547.88,378,0.0003008,
2026-07-12T17:28:11Z,gpt-4.1-mini-2025-04-14,ok_infer,1350,443,75,518,1296.65,280,0.0002972,
2026-07-12T17:28:11Z,gpt-4.1-mini-2025-04-14,ok_infer,1350,419,87,506,1642.0,379,0.0003068,
2026-07-12T17:28:11Z,gpt-4.1-mini-2025-04-14,ok_infer,1350,429,90,519,1582.58,369,0.0003156,
2026-07-12T17:28:11Z,gpt-4.1-mini-2025-04-14,ok_infer,1350,392,90,482,1373.49,417,0.0003008,
2026-07-12T17:28:12Z,gpt-4.1-mini-2025-04-14,ok_infer,1350,396,95,491,1684.09,486,0.0003104,
2026-07-12T17:28:12Z,gpt-4.1-mini-2025-04-14,ok_infer,1368,414,154,568,2414.89,577,0.000412,
2026-07-12T17:28:12Z,gpt-4.1-mini-2025-04-14,ok_infer,1350,390,85,475,1807.17,405,0.000292,
2026-07-12T17:28:12Z,gpt-4.1-mini-2025-04-14,ok,2319,646,108,754,1463.91,441,0.0004312,
2026-07-12T17:28:12Z,gpt-4.1-mini-2025-04-14,ok,2759,887,105,992,1621.36,381,0.0005228,
2026-07-12T17:28:13Z,gpt-4.1-mini-2025-04-14,ok_infer,1248,264,71,335,1011.11,356,0.0002192,
2026-07-12T17:28:13Z,gpt-4.1-mini-2025-04-14,ok,1498,588,109,697,1592.66,432,0.0004096,
2026-07-12T17:28:13Z,gpt-4.1-mini-2025-04-14,ok,1557,586,104,690,1585.15,417,0.0004008,
2026-07-12T17:28:13Z,gpt-4.1-mini-2025-04-14,ok_infer,1432,299,92,391,1805.22,496,0.0002668,
2026-07-12T17:28:13Z,gpt-4.1-mini-2025-04-14,ok,1510,516,95,611,1541.52,399,0.0003584,
2026-07-12T17:28:13Z,gpt-4.1-mini-2025-04-14,ok_infer,1248,281,105,386,1321.84,474,0.0002804,
2026-07-12T17:28:13Z,gpt-4.1-mini-2025-04-14,ok,1294,564,111,675,1790.67,442,0.0004032,
2026-07-12T17:28:14Z,gpt-4.1-mini-2025-04-14,ok,1074,355,119,474,2375.39,378,0.0003324,
2026-07-12T17:28:14Z,gpt-4.1-mini-2025-04-14,ok_infer,1271,305,84,389,1597.14,294,0.0002564,
2026-07-12T17:28:14Z,gpt-4.1-mini-2025-04-14,ok_infer,1432,451,269,720,3658.99,786,0.0006108,
2026-07-12T17:28:14Z,gpt-4.1-mini-2025-04-14,ok,1202,437,90,527,1282.23,385,0.0003188,
2026-07-12T17:28:14Z,gpt-4.1-mini-2025-04-14,ok,1051,412,96,508,1538.32,340,0.0003184,
2026-07-12T17:28:15Z,gpt-4.1-mini-2025-04-14,ok,1121,418,110,528,1656.01,389,0.0003432,
2026-07-12T17:28:15Z,gpt-4.1-mini-2025-04-14,ok,1018,408,120,528,1715.75,411,0.0003552,
2026-07-12T17:28:15Z,gpt-4.1-mini-2025-04-14,ok_infer,1248,364,135,499,1563.17,515,0.0003616,
2026-07-12T17:28:15Z,gpt-4.1-mini-2025-04-14,ok,1900,627,111,738,1846.73,416,0.0004284,
2026-07-12T17:28:15Z,gpt-4.1-mini-2025-04-14,ok_infer,1248,317,99,416,1639.56,401,0.0002852,
2026-07-12T17:28:15Z,gpt-4.1-mini-2025-04-14,ok,2825,695,99,794,1600.85,359,0.0004364,
2026-07-12T17:28:16Z,gpt-4.1-mini-2025-04-14,ok,1763,567,81,648,1246.61,384,0.0003564,
2026-07-12T17:28:16Z,gpt-4.1-mini-2025-04-14,ok,1436,564,91,655,1521.13,305,0.0003712,
2026-07-12T17:28:16Z,gpt-4.1-mini-2025-04-14,ok,1372,579,81,660,1170.3,325,0.0003612,
2026-07-12T17:28:16Z,gpt-4.1-mini-2025-04-14,ok,2282,747,122,869,2040.95,440,0.000494,
2026-07-12T17:28:16Z,gpt-4.1-mini-2025-04-14,ok,2015,594,113,707,1757.26,404,0.0004184,
2026-07-12T17:28:16Z,gpt-4.1-mini-2025-04-14,ok,1326,585,124,709,1708.95,401,0.0004324,
2026-07-12T17:28:16Z,gpt-4.1-mini-2025-04-14,ok,1336,585,109,694,1654.47,352,0.0004084,
2026-07-12T17:28:17Z,gpt-4.1-mini-2025-04-14,ok_infer,1248,421,99,520,1578.81,411,0.0003268,
2026-07-12T17:28:17Z,gpt-4.1-mini-2025-04-14,ok,1517,596,98,694,1789.35,354,0.0003952,
2026-07-12T17:28:17Z,gpt-4.1-mini-2025-04-14,ok_infer,1248,404,69,473,1114.22,282,0.000272,
2026-07-12T17:28:17Z,gpt-4.1-mini-2025-04-14,ok_infer,1248,425,99,524,1981.89,403,0.0003284,
2026-07-12T17:28:17Z,gpt-4.1-mini-2025-04-14,ok_infer,1248,405,82,487,1544.66,321,0.0002932,
